Diameter Average-Path-Length nodes initial links
14 7.701996927803379 868 2 1
14 6.697549490117885 869 2 1
15 6.987521659193418 870 2 1
13 6.873436530873484 871 2 1
15 8.066882419237615 872 2 1
15 7.585269607070421 873 2 1
14 6.543587041711556 874 2 1
16 7.423204968944099 875 2 1
13 6.755118069145467 876 2 1
15 7.042100769018499 877 2 1
16 7.143378103547245 878 2 1
14 6.678960612209464 879 2 1
13 6.536986761816113 880 2 1
15 7.323960375606233 881 2 1
13 6.590351615485392 882 2 1
13 6.988133116591295 883 2 1
14 6.652418995300882 884 2 1
14 6.900641664749342 885 2 1
14 6.488801316141868 886 2 1
14 6.8976767504536305 887 2 1
15 6.914482972262003 888 2 1
19 7.627468863689336 889 2 1
12 5.993945981471417 890 2 1
14 7.023074691988549 891 2 1
14 6.865151263507018 892 2 1
13 6.188501498952992 893 2 1
14 6.7312981153440505 894 2 1
18 6.983535175533976 895 2 1
16 7.615158619313648 896 2 1
14 7.351195453097627 897 2 1
17 8.217262192956973 898 2 1
15 6.932954458182936 899 2 1
14 6.426268693610184 900 2 1
15 7.140550006165989 901 2 1
17 6.844156898838689 902 2 1
16 7.303293038970861 903 2 1
19 7.093679867501642 904 2 1
15 7.054784139246077 905 2 1
14 6.688866122717793 906 2 1
14 6.866534751783407 907 2 1
14 7.126026645425448 908 2 1
14 6.641693684786981 909 2 1
15 6.67996711759088 910 2 1
15 7.099952955935393 911 2 1
15 6.910068461494021 912 2 1
16 7.502632539728292 913 2 1
16 6.952442353459991 914 2 1
15 6.690829955399313 915 2 1
14 7.410227408308875 916 2 1
14 6.932683470401394 917 2 1
16 7.81377419500455 918 2 1
13 6.246881971262692 919 2 1
14 6.683651890050622 920 2 1
16 6.380772317424349 921 2 1
14 6.311997004105224 922 2 1
16 7.665266754875994 923 2 1
13 6.197337873394211 924 2 1
13 6.594922194922195 925 2 1
16 7.597823828147802 926 2 1
15 6.887626077292458 927 2 1
16 7.395645017297177 928 2 1
16 7.1371654726996026 929 2 1
15 7.204361262543839 930 2 1
18 7.236247300278346 931 2 1
14 6.472499458333141 932 2 1
14 7.396289600669767 933 2 1
21 7.753843717510001 934 2 1
14 7.263667281200975 935 2 1
17 7.482698020933315 936 2 1
15 6.807341123242938 937 2 1
16 7.21487849667655 938 2 1
12 6.141288082635658 939 2 1
15 6.082931139963293 940 2 1
17 7.599054875980736 941 2 1
13 6.162911119083236 942 2 1
16 7.298858726609975 943 2 1
14 6.775675359922354 944 2 1
14 7.1833557528472785 945 2 1
14 7.005384968175666 946 2 1
17 7.696663102129569 947 2 1
16 7.309008238318652 948 2 1
14 6.703872163903376 949 2 1
17 8.251597803782374 950 2 1
15 7.485877469699485 951 2 1
13 6.855083989431735 952 2 1
14 6.461876251025069 953 2 1
15 6.801729504752728 954 2 1
17 7.5504977663626285 955 2 1
19 8.44043900194966 956 2 1
15 7.127800877043411 957 2 1
17 7.449111371435178 958 2 1
15 6.403042487281245 959 2 1
13 6.453091327771984 960 2 1
16 6.945208983697538 961 2 1
13 6.866712385963166 962 2 1
14 6.762710949626838 963 2 1
15 7.020423727718101 964 2 1
12 6.280807516178273 965 2 1
15 6.811641403576524 966 2 1
15 6.581084697716144 967 2 1
14 7.000412368490774 968 2 1
14 6.652146286961936 969 2 1
14 6.796282701903333 970 2 1
15 6.77792051981696 971 2 1
14 6.380664793412247 972 2 1
12 6.217134229124637 973 2 1
14 6.788513688902207 974 2 1
16 7.760901384720687 975 2 1
15 6.943911307271963 976 2 1
17 6.5826132187861806 977 2 1
16 7.422638894993857 978 2 1
14 6.775007258773717 979 2 1
15 7.385457880802985 980 2 1
14 6.5208804010901 981 2 1
15 8.035954001797908 982 2 1
16 7.413686437254094 983 2 1
14 6.9499354886733 984 2 1
17 6.804428211794808 985 2 1
18 7.835502105620823 986 2 1
18 8.054078271073653 987 2 1
15 6.414054776876726 988 2 1
14 6.33379318249735 989 2 1
14 6.780292306278151 990 2 1
16 7.956179351537576 991 2 1
12 6.0917857491618115 992 2 1
14 7.109581587239711 993 2 1
17 7.265056603467735 994 2 1
14 6.540590275320263 995 2 1
15 7.122041936590583 996 2 1
17 7.700954268427774 997 2 1
18 8.266476785064613 998 2 1
14 7.03647535310862 999 2 1
